"FileName",,,
,"SC","ExportName",
,"string","string",
,"sc/level_touchdown_arena.sc","touchdown_base_01",
"Objects",,,
,"touchdown_stands_01_left",,
,,"x","y"
,,"int","int"
,,-3867,4334
,"touchdown_stands_01_right",,
,,"x","y"
,,"int","int"
,,21800,4541
,"touchdown_statue_01",,
,,"x","y"
,,"int","int"
,,20633,-6621
,"touchdown_stands_03",,
,,"x","y"
,,"int","int"
,,8967,-5167
,"touchdown_stands_02",,
,,"x","y"
,,"int","int"
,,8950,36771
,"touchdown_tunnel_01",,
,,"x","y"
,,"int","int"
,,-4187,12458
,"touchdown_tunnel_02",,
,,"x","y"
,,"int","int"
,,22067,13000
,"touchdown_flag_01_blue",,
,,"x","y"
,,"int","int"
,,-6657,27131
,,-6673,23041
,,-6654,19194
,,24680,18855
,,24678,22792
,,24675,26853
,,589,34791
,,17308,34823
,"touchdown_flag_01_red",,
,,"x","y"
,,"int","int"
,,-6710,-2672
,,-6677,1270
,,24585,5500
,,24568,1479
,,24584,-2438
,"touchdown_statue_01_bottom",,
,,"x","y"
,,"int","int"
,,20734,31667
,"touchdown_hatch_01",,
,,"x","y"
,,"int","int"
,,17293,-1841
,,853,-1845
,,990,33400
,,17241,33408
,"touchdown_statue_02",,
,,"x","y"
,,"int","int"
,,-2700,-6583
,"touchdown_statue_02_bottom",,
,,"x","y"
,,"int","int"
,,-2767,31459
,"crowd_archer1_idle1",,
,,"x","y"
,,"int","int"
,,20296,22626
,,-2327,24190
,,-4437,1747
,,-2238,6476
,,21359,1520
,,20327,21550
,,21443,2305
,,-5500,26000
,"crowd_barbarian1_idle1",,
,,"x","y"
,,"int","int"
,,-2274,22859
,,20256,23840
,,-2248,7648
,,23576,26595
,,23479,2941
,,23419,1658
,,20190,1527
,,-5520,22953
,,-5500,24500
,,-5560,2939
,"crowd_B_archer1_idle1",,
,,"x","y"
,,"int","int"
,,6340,33572
,"crowd_B_barbarian1_idle1",,
,,"x","y"
,,"int","int"
,,10970,33766
,,9153,33678
,,2000,35000
,"crowd_B_goblin1_idle1",,
,,"x","y"
,,"int","int"
,,16004,35081
,"crowd_B_goblin2_idle1",,
,,"x","y"
,,"int","int"
,,7564,33583
,"crowd_goblin1_idle1",,
,,"x","y"
,,"int","int"
,,-2200,1041
,,22234,1292
,,-2307,21826
,,23510,25119
,,20227,7000
,,23406,5954
,"crowd_goblin2_idle1",,
,,"x","y"
,,"int","int"
,,-4380,23396
,,-3455,22137
,,21478,20888
,,20206,2770
,"crowd_T_archer1_idle1",,
,,"x","y"
,,"int","int"
,,1300,-6200
,,11485,-3510
,,2357,-6316
,,10681,-3534
,,16479,-6317
,"crowd_T_barbarian1_idle1",,
,,"x","y"
,,"int","int"
,,7571,-6173
,,10000,-4875
,,9484,-3560
,,14352,-7727
,"crowd_T_goblin1_idle1",,
,,"x","y"
,,"int","int"
,,7810,-3417
,,11163,-6000
,,8648,-7448
,,16082,-7621
,"crowd_T_goblin2_idle1",,
,,"x","y"
,,"int","int"
,,8467,-4750
,,6500,-3503
,,4084,-7647
,,15479,-6291
,"touchdown_front_01",,
,,"x","y"
,,"int","int"
,,8933,37407
,"touchdown_vfx_01",,
,,"x","y"
,,"int","int"
,,20376,24308
,,-2333,24419
,,20316,26441
,,-2360,26588
,,-2342,4864
,,-2309,2859
,,20260,3017
,,20161,5247
,,3314,-3897
,,5450,-3932
,,12456,-3881
,,14582,-3932
,,5446,32875
,,12514,32871
,"touchdown_stands_02_bottom",,
,,"x","y"
,,"int","int"
,,8960,36764
,"touchdown_tree_01",,
,,"x","y"
,,"int","int"
,,-10000,31500
,,-7000,36500
,,-9500,27000
,,-3500,41000
,,22500,40500
,,25000,36000
,,-12000,29000
,,-12000,38000
,,-17500,32500
,,-15000,22500
,,-11500,21000
,,-10500,14000
,,-14500,15000
,,-16500,18000
,,-20000,9500
,,-12000,8000
,,-9500,2500
,,-13000,-500
,,-9500,-2500
,,-8000,-7000
,,-16000,-7000
,,-18500,1500
,,29500,39500
,,29500,34500
,,33500,31500
,,30000,26500
,,32000,24000
,,27500,22000
,,27500,15500
,,3000,-12500
,,11000,-12500
,,24000,-10000
,,25500,-7500
,,29000,-9000
,,31500,-4000
,,29000,-1000
,,34000,1000
,,27000,6500
,,29000,10500
,,33000,10000
,,31000,6000
,,35000,7000
,,37500,12000
,,0,43500
,,19500,42500
,,35500,41500
,,-8000,-14000
,,-5000,-12000
,,20000,-15500
,,34000,-13500
,,-20000,42000
,,3500,46500
,,16000,45500
,"touchdown_stands_04_left",,
,,"x","y"
,,"int","int"
,,-4100,26125
,"touchdown_stands_04_right",,
,,"x","y"
,,"int","int"
,,22166,25875
,"crowd_giant1_idle1",,
,,"x","y"
,,"int","int"
,,-2500,1958
,"crowd_giant2_idle1",,
,,"x","y"
,,"int","int"
,,21500,500
,,21831,22868
,,-4729,28786
,"touchdown_vignette_01",,
,,"x","y"
,,"int","int"
,,8500,-2500
,"touchdown_tunnel_01_a",,
,,"x","y"
,,"int","int"
,,-1120,13598
,"touchdown_tunnel_02_a",,
,,"x","y"
,,"int","int"
,,19493,19900
,"touchdown_flag_02_blue",,
,,"x","y"
,,"int","int"
,,18084,31644
,,-114,31662
,,-99,28603
,,18114,28603
,"touchdown_flag_02_red",,
,,"x","y"
,,"int","int"
,,-106,2537
,,-121,-833
,,18121,2556
,,18106,-814
"Background",,,
