"FileName",,,
,"SC","ExportName",
,"string","string",
,"sc/level_jungle_arena.sc","jungle_base_01",
"Objects",,,
,"jungle_firefly_01",,
,,"x","y"
,,"int","int"
,,9000,16000
,,17000,500
,,0,12500
,,13500,31500
,"jungle_firefly_02",,
,,"x","y"
,,"int","int"
,,5500,32000
,,15500,16000
,,11500,-500
,"jungle_firefly_03",,
,,"x","y"
,,"int","int"
,,0,31500
,,11000,15500
,,10000,-500
,,1000,
,"jungle_goldstorage_01",,
,,"x","y"
,,"int","int"
,,-3066,14333
,"jungle_throne_01",,
,,"x","y"
,,"int","int"
,,21033,13208
,"jungle_stand_01_red_left",,
,,"x","y"
,,"int","int"
,,-3099,4583
,"jungle_stand_01_blue_right",,
,,"x","y"
,,"int","int"
,,21000,23041
,"jungle_stand_01_red_right",,
,,"x","y"
,,"int","int"
,,21067,4708
,"jungle_stand_01_blue_left",,
,,"x","y"
,,"int","int"
,,-3000,23000
,"jungle_statue_01",,
,,"x","y"
,,"int","int"
,,4766,-2416
,"jungle_statue_02",,
,,"x","y"
,,"int","int"
,,14133,-2750
,"jungle_bamboo_01",,
,,"x","y"
,,"int","int"
,,10666,-4583
,,8066,-5999
,,18066,-3874
,,33000,12000
,,-15000,-500
,,-10500,33500
,,-9500,41500
,,-12500,4500
,,31500,17500
,,27000,-1500
,"jungle_bamboo_02",,
,,"x","y"
,,"int","int"
,,11500,-5500
,,733,-5583
,,9133,-7875
,,6900,-6666
,,30500,19500
,,14500,43000
,,25000,-5000
,,-11500,5500
,,-14000,10000
,,-8000,35000
,"jungle_leaves_01_shadow",,
,,"x","y"
,,"int","int"
,,-6500,23000
,,-4000,32000
,,3500,36000
,,12500,35500
,,28000,13500
,,24500,20000
,,20000,-4500
,,25000,6500
,,8000,-5500
,,-2500,-5500
,,-7000,4000
,,-6500,12500
,,21000,33000
,"jungle_leaves_02",,
,,"x","y"
,,"int","int"
,,-3000,9000
,"jungle_leaves_03",,
,,"x","y"
,,"int","int"
,,-3000,22500
,"jungle_leaves_04",,
,,"x","y"
,,"int","int"
,,21000,2000
,"jungle_leaves_05",,
,,"x","y"
,,"int","int"
,,20500,26500
,"jungle_leaves_01",,
,,"x","y"
,,"int","int"
,,-7000,21000
,,-5000,30500
,,3000,36000
,,12000,36500
,,20500,33500
,,25500,27000
,,25500,18500
,,25400,2541
,,21533,-5500
,,14333,-9958
,,-3500,-5500
,,-7233,2166
,,28500,11000
,,4800,-10000
,,-8000,11000
,,20500,44000
,,8000,44500
,,-14000,39500
,,30500,37000
,,31000,-5500
,,-16500,3500
,,-15500,17000
,,-12000,-6000
,,-3500,43000
,,-13500,28500
,,36500,17500
,,35000,4500
,,34000,27500
,"jungle_tree_01",,
,,"x","y"
,,"int","int"
,,-4000,36000
,,3000,41000
,,12000,41500
,,21000,38000
,,26000,32000
,,29000,16000
,,26000,6500
,,-7000,7500
,,-8000,15500
,,-7000,24500
,,-12000,-1000
,,37000,21500
,,35500,9500
,,-3500,47500
,,30500,42500
,,-14000,44000
,,-13500,33000
,,-16500,8000
,,31000,-1000
,,-15500,21500
,,20500,48000
,"jungle_vine_01",,
,,"x","y"
,,"int","int"
,,-2366,5083
,,20000,26500
,"jungle_bridge_01",,
,,"x","y"
,,"int","int"
,,3533,16000
,,14433,16000
,"jungle_vine_02",,
,,"x","y"
,,"int","int"
,,18000,26500
,"jungle_leaves_02_shadow",,
,,"x","y"
,,"int","int"
,,-2500,13500
,"jungle_leaves_03_shadow",,
,,"x","y"
,,"int","int"
,,-2500,26500
,,-2000,2000
,"jungle_leaves_04_shadow",,
,,"x","y"
,,"int","int"
,,20500,7000
,"jungle_leaves_05_shadow",,
,,"x","y"
,,"int","int"
,,20000,29000
,,19000,3000
,"jungle_vfx_water_01",,
,,"x","y"
,,"int","int"
,,9000,
"Background",,,
